0,1,41
0,2,14
0,3,41
0,4,33
0,5,46
0,6,45
0,7,44
0,8,48
0,9,38
0,10,14
0,11,36
0,12,16
0,13,24
0,14,26
0,15,34
0,16,24
0,17,49
0,18,23
0,19,30
0,20,43
0,21,10
0,22,41
0,23,47
0,24,31
0,25,48
0,26,47
0,27,40
0,28,18
0,29,41
0,30,15
0,31,36
0,32,41
0,33,32
0,34,42
0,35,49
0,36,19
0,37,43
0,38,33
0,39,27
0,40,40
0,41,37
0,42,45
0,43,28
0,44,41
0,45,26
0,46,18
0,47,16
0,48,43
0,49,44
0,50,35
0,51,11
0,52,16
0,53,46
0,54,14
0,55,25
0,56,44
0,57,19
0,58,36
0,59,34
0,60,18
0,61,28
0,62,41
0,63,48
0,64,31
0,65,17
0,66,43
0,67,21
0,68,13
0,69,14
0,70,35
0,71,47
0,72,26
0,73,40
0,74,26
0,75,44
0,76,30
0,77,13
0,78,46
0,79,27
0,80,24
0,81,10
0,82,40
0,83,10
0,84,49
0,85,37
0,86,33
0,87,36
0,88,17
0,89,42
0,90,11
0,91,32
0,92,15
0,93,31
0,94,20
0,95,25
0,96,20
0,97,21
0,98,14
0,99,46
1,9,42
1,22,31
1,27,44
1,32,39
1,64,49
1,82,48
2,10,19
2,21,22
2,52,27
2,68,31
2,69,18
2,72,21
2,81,27
2,92,19
2,98,39
3,27,31
3,33,21
3,36,26
3,40,25
3,62,34
3,73,10
3,82,11
4,11,44
4,15,48
4,24,11
4,25,40
4,38,14
4,50,22
4,58,31
4,59,47
4,70,41
4,91,18
5,6,25
5,15,48
5,33,32
5,39,15
5,49,24
5,56,42
5,75,21
6,8,38
6,23,36
6,26,11
6,42,42
6,49,29
6,53,40
6,56,18
6,71,47
6,75,17
6,78,41
6,99,41
7,20,34
7,33,31
7,34,12
7,48,47
7,49,30
7,54,21
7,56,31
7,75,46
8,17,10
8,23,15
8,25,48
8,26,19
8,35,34
8,63,44
8,75,40
8,84,44
9,11,21
9,27,10
9,59,32
9,63,30
9,71,11
9,73,28
9,82,49
9,85,24
9,87,23
10,12,10
10,30,49
10,53,40
10,54,38
10,60,30
10,68,35
10,69,11
10,81,25
10,83,17
10,92,16
10,98,44
11,27,18
11,31,39
11,38,23
11,41,31
11,58,28
11,59,48
11,82,24
11,85,47
11,87,43
12,21,47
12,30,18
12,52,45
12,70,43
12,81,35
12,83,49
12,89,20
12,92,11
13,36,16
13,43,26
13,46,42
13,65,29
13,67,49
13,96,16
13,97,34
14,36,37
14,55,34
14,65,43
14,67,26
14,69,43
14,78,37
14,96,18
15,27,28
15,33,27
15,38,37
15,59,22
15,79,46
15,91,23
16,21,22
16,28,38
16,36,17
16,67,13
16,69,43
16,71,48
16,81,40
16,96,25
16,97,35
17,26,32
17,35,44
17,84,27
18,36,31
18,46,27
18,67,42
18,80,40
18,88,36
18,96,16
18,97,49
19,36,47
19,39,29
19,61,11
19,74,11
19,76,37
19,88,25
19,96,31
20,34,16
20,48,43
20,49,31
20,54,12
20,64,36
20,66,38
20,75,39
20,96,11
