0,1,34
0,2,14
0,3,17
0,4,43
0,5,23
0,6,18
0,7,42
0,8,36
0,9,20
0,10,30
0,11,49
0,12,35
0,13,39
0,14,24
0,15,17
0,16,27
0,17,23
0,18,24
0,19,44
0,20,30
0,21,49
0,22,29
0,23,26
0,24,49
0,25,35
0,26,29
0,27,41
0,28,18
0,29,25
0,30,14
0,31,31
0,32,45
0,33,28
0,34,39
0,35,17
0,36,38
0,37,33
0,38,30
0,39,15
0,40,14
0,41,34
0,42,12
0,43,42
0,44,16
0,45,13
0,46,44
0,47,38
0,48,21
0,49,35
0,50,21
0,51,42
0,52,36
0,53,21
0,54,26
0,55,14
0,56,32
0,57,24
0,58,21
0,59,36
0,60,26
0,61,46
0,62,30
0,63,29
0,64,37
0,65,17
0,66,45
0,67,27
0,68,20
0,69,23
0,70,11
0,71,29
0,72,38
0,73,36
0,74,42
0,75,21
0,76,22
0,77,38
0,78,19
0,79,25
0,80,46
0,81,49
0,82,28
0,83,33
0,84,12
0,85,41
0,86,23
0,87,44
0,88,16
0,89,35
0,90,29
0,91,25
0,92,49
0,93,26
0,94,29
0,95,35
0,96,18
0,97,14
0,98,40
0,99,44
1,3,48
1,16,39
1,22,48
1,31,23
1,33,14
1,41,34
1,61,48
1,63,46
1,83,28
1,89,26
2,30,11
2,40,17
2,42,36
2,44,10
2,45,15
2,50,31
2,70,46
2,79,30
2,84,10
3,7,27
3,15,31
3,40,30
3,42,11
3,80,30
3,84,14
3,87,35
3,88,21
3,97,13
4,18,49
4,19,27
4,34,44
4,49,21
4,85,26
4,87,38
4,98,47
5,18,38
5,37,33
5,39,20
5,48,44
5,58,17
5,68,21
5,69,41
5,73,49
5,86,43
5,88,34
6,9,49
6,28,24
6,42,18
6,46,25
6,48,14
6,50,40
6,53,27
6,58,48
6,62,44
6,65,34
6,68,13
6,75,21
6,76,31
6,78,21
6,86,43
6,96,23
7,34,48
7,67,42
7,72,12
7,85,43
7,98,32
8,36,35
8,47,13
8,49,40
8,52,13
8,64,49
8,67,20
8,73,11
8,78,37
8,95,16
9,15,29
9,28,39
9,48,18
9,50,37
9,65,48
9,67,45
9,68,43
9,78,26
9,88,34
10,12,17
10,14,23
10,20,42
10,22,24
10,31,38
10,33,25
10,45,15
10,71,24
10,83,24
11,24,11
11,47,16
11,48,32
11,63,10
11,74,19
11,92,24
12,20,15
12,31,35
12,33,43
12,49,37
12,64,11
12,72,34
12,89,15
12,95,44
13,27,25
13,31,29
13,34,47
13,47,34
13,70,44
13,77,35
13,85,46
13,98,41
14,18,18
14,26,43
14,44,18
14,48,25
14,57,32
14,58,22
14,63,17
14,68,24
14,69,30
14,82,28
15,42,39
15,44,14
15,65,16
15,69,18
15,84,40
15,88,38
15,97,38
16,17,33
16,23,32
16,31,37
16,33,23
16,37,16
16,45,20
16,52,21
16,53,32
16,54,17
16,60,19
16,63,28
16,67,41
16,69,15
17,18,18
17,50,42
17,53,11
17,58,35
17,68,14
17,69,23
17,86,15
18,40,44
18,58,34
18,67,36
18,68,37
18,69,21
19,21,15
19,40,16
19,46,27
19,47,16
19,85,44
19,87,19
19,90,35
20,22,19
20,25,28
20,33,45
20,35,25
20,57,31
20,60,24
20,62,16
20,67,44
20,71,30
21,54,30
21,70,19
21,74,39
21,81,47
21,92,42
22,25,27
22,26,36
22,31,31
22,33,16
22,37,13
22,38,40
22,43,22
22,56,26
22,62,41
22,64,44
22,71,18
22,83,42
22,90,27
23,54,45
23,60,46
23,67,49
23,69,31
23,75,22
23,79,15
23,81,45
23,93,22
24,46,18
24,60,49
24,81,39
24,92,13
25,49,35
25,55,16
25,73,25
25,89,33
25,95,28
26,33,31
26,37,15
26,38,32
26,62,11
26,71,41
26,75,32
26,90,31
26,94,28
27,31,19
27,34,37
27,47,45
27,85,37
27,94,33
27,98,47
28,42,39
28,60,29
28,65,30
28,68,12
28,78,31
28,88,23
28,96,27
28,97,44
29,40,19
29,58,46
29,68,27
29,69,14
29,70,49
29,79,41
29,86,35
29,91,40
30,39,36
30,40,38
30,42,49
30,45,29
30,52,47
30,55,23
30,70,43
30,79,10
30,96,17
30,97,18
31,33,36
31,37,29
31,41,29
31,49,21
31,56,41
31,71,18
31,83,31
31,89,40
32,37,45
32,46,49
32,66,21
32,67,31
32,77,40
32,87,35
32,89,12
32,99,41
33,37,10
33,38,45
33,41,30
33,44,22
33,49,47
33,54,39
33,56,24
33,62,21
33,63,10
33,67,28
33,69,13
33,71,49
33,82,36
33,83,18
33,89,23
33,90,23
33,94,38
34,36,35
34,43,18
34,47,22
34,51,33
34,71,15
34,74,15
34,77,33
34,85,19
34,88,45
34,98,28
35,40,22
35,42,33
35,44,23
35,45,31
35,70,26
35,75,14
35,88,39
35,97,13
35,98,10
36,47,45
36,51,11
36,52,31
36,64,10
36,72,26
36,76,11
36,77,24
36,95,33
37,40,34
37,61,39
37,71,38
37,99,44
38,57,15
38,62,13
38,71,47
39,40,47
39,42,25
39,45,19
39,70,12
39,97,26
40,42,10
40,43,26
40,45,37
40,51,49
40,55,29
40,57,32
40,70,42
40,74,16
40,78,46
40,82,12
40,84,44
40,88,42
40,97,45
41,49,27
41,65,17
41,83,21
41,88,34
42,44,28
42,45,46
42,55,10
42,59,11
42,65,29
42,70,33
42,75,45
42,84,24
42,88,49
42,96,17
42,97,46
43,74,32
43,81,10
43,85,29
43,98,29
44,45,23
44,84,16
44,88,45
44,97,22
45,48,41
45,55,39
45,70,12
45,81,39
45,84,36
45,88,20
45,97,14
46,61,27
46,66,33
46,80,27
46,87,13
46,92,14
46,99,13
47,64,36
47,72,29
47,77,10
47,95,32
47,98,13
48,50,39
48,53,48
48,68,42
48,75,41
48,84,43
49,59,46
49,64,32
49,73,24
49,80,40
49,83,28
49,89,13
49,95,24
50,53,22
50,65,44
50,68,27
50,97,43
51,72,11
51,77,16
51,85,17
51,98,29
52,57,29
52,58,48
52,64,31
52,72,25
52,73,31
52,94,40
52,95,25
53,58,23
53,68,32
53,75,33
53,76,39
53,86,29
53,88,23
54,58,47
54,60,21
54,63,21
54,67,43
54,69,24
54,79,31
54,82,30
54,90,45
54,91,41
54,93,49
54,94,15
55,70,11
55,78,30
55,84,26
56,57,46
56,71,31
56,88,22
57,58,48
57,68,39
57,69,40
57,88,36
57,91,45
58,68,32
58,69,44
58,75,17
58,76,17
58,79,19
58,86,23
58,91,46
58,93,46
59,60,18
59,73,49
59,79,35
59,87,37
59,94,17
59,95,10
60,65,22
60,66,23
60,69,29
60,93,26
61,66,28
61,72,38
61,80,36
62,71,46
62,90,30
62,92,27
63,67,30
63,69,41
63,82,28
63,90,19
64,74,43
64,77,12
64,95,32
65,68,29
65,78,40
65,81,41
65,88,10
65,96,34
65,97,14
66,80,29
66,81,15
66,87,38
66,92,45
66,99,33
67,69,33
67,75,35
67,82,37
67,99,46
68,69,24
68,75,10
68,76,12
68,86,31
68,91,18
69,71,42
69,76,27
69,79,35
69,82,40
69,86,12
69,90,41
69,91,13
69,93,11
69,94,46
70,84,19
71,83,15
71,90,33
71,94,39
72,77,13
72,92,49
72,95,10
73,95,26
73,97,17
74,76,26
74,85,37
74,98,30
75,81,23
76,81,25
76,82,10
76,86,20
76,96,13
77,95,32
78,96,27
78,99,16
79,91,19
79,93,35
79,94,37
80,87,37
80,92,29
81,92,41
81,98,36
83,89,10
83,93,49
84,90,37
84,91,29
84,93,48
85,98,26
86,93,35
87,99,43
88,94,29
88,96,16
88,97,43
89,95,18
89,99,49
90,94,16
95,96,32
96,97,28
